Date,Medication,Units_Sold
2023-03-27,Loperamide,110
2023-03-28,Loperamide,122
2023-03-29,Loperamide,105
2023-03-30,Loperamide,85
2023-03-31,Loperamide,73
2023-04-01,Loperamide,88
2023-04-02,Loperamide,99
2023-04-03,Loperamide,113
2023-04-04,Loperamide,120
2023-04-05,Loperamide,109
2023-04-06,Loperamide,88
2023-04-07,Loperamide,78
2023-04-08,Loperamide,88
2023-04-09,Loperamide,104
2023-04-10,Loperamide,111
2023-04-11,Loperamide,125
2023-04-12,Loperamide,118
2023-04-13,Loperamide,89
2023-04-14,Loperamide,78
2023-04-15,Loperamide,79
2023-04-16,Loperamide,96
2023-04-17,Loperamide,117
2023-04-18,Loperamide,131
2023-04-19,Loperamide,112
2023-04-20,Loperamide,89
2023-04-21,Loperamide,78
2023-04-22,Loperamide,81
2023-04-23,Loperamide,105
2023-04-24,Loperamide,114
2023-04-25,Loperamide,121
2023-04-26,Loperamide,107
2023-04-27,Loperamide,101
2023-04-28,Loperamide,77
2023-04-29,Loperamide,80
2023-04-30,Loperamide,97
2023-05-01,Loperamide,117
2023-05-02,Loperamide,126
2023-05-03,Loperamide,110
2023-05-04,Loperamide,94
2023-05-05,Loperamide,83
2023-05-06,Loperamide,76
2023-05-07,Loperamide,99
2023-05-08,Loperamide,114
2023-05-09,Loperamide,118
2023-05-10,Loperamide,104
2023-05-11,Loperamide,95
2023-05-12,Loperamide,80
2023-05-13,Loperamide,84
2023-05-14,Loperamide,99
2023-05-15,Loperamide,112
2023-05-16,Loperamide,110
2023-05-17,Loperamide,110
2023-05-18,Loperamide,91
2023-05-19,Loperamide,83
2023-05-20,Loperamide,84
2023-05-21,Loperamide,94
2023-05-22,Loperamide,111
2023-05-23,Loperamide,126
2023-05-24,Loperamide,110
2023-05-25,Loperamide,95
2023-05-26,Loperamide,85
2023-05-27,Loperamide,79
2023-05-28,Loperamide,98
2023-05-29,Loperamide,119
2023-05-30,Loperamide,115
2023-05-31,Loperamide,106
2023-06-01,Loperamide,88
2023-06-02,Loperamide,76
2023-06-03,Loperamide,83
2023-06-04,Loperamide,97
2023-06-05,Loperamide,113
2023-06-06,Loperamide,120
2023-06-07,Loperamide,113
2023-06-08,Loperamide,95
2023-06-09,Loperamide,81
2023-06-10,Loperamide,92
2023-06-11,Loperamide,103
2023-06-12,Loperamide,119
2023-06-13,Loperamide,118
2023-06-14,Loperamide,106
2023-06-15,Loperamide,93
2023-06-16,Loperamide,85
2023-06-17,Loperamide,85
2023-06-18,Loperamide,96
2023-06-19,Loperamide,109
2023-06-20,Loperamide,111
2023-06-21,Loperamide,108
2023-06-22,Loperamide,95
2023-06-23,Loperamide,68
2023-06-24,Loperamide,81
2023-06-25,Loperamide,96
2023-06-26,Loperamide,117
2023-06-27,Loperamide,116
2023-06-28,Loperamide,102
2023-06-29,Loperamide,88
2023-06-30,Loperamide,76
2023-07-01,Loperamide,84
2023-07-02,Loperamide,98
2023-07-03,Loperamide,117
2023-07-04,Loperamide,119
2023-07-05,Loperamide,113
2023-07-06,Loperamide,89
2023-07-07,Loperamide,83
2023-07-08,Loperamide,85
2023-07-09,Loperamide,98
2023-07-10,Loperamide,119
2023-07-11,Loperamide,115
2023-07-12,Loperamide,114
2023-07-13,Loperamide,87
2023-07-14,Loperamide,73
2023-07-15,Loperamide,77
2023-07-16,Loperamide,100
2023-07-17,Loperamide,112
2023-07-18,Loperamide,120
2023-07-19,Loperamide,103
2023-07-20,Loperamide,93
2023-07-21,Loperamide,81
2023-07-22,Loperamide,82
2023-07-23,Loperamide,103
2023-07-24,Loperamide,118
2023-07-25,Loperamide,119
2023-07-26,Loperamide,113
2023-07-27,Loperamide,96
2023-07-28,Loperamide,76
2023-07-29,Loperamide,90
2023-07-30,Loperamide,95
2023-07-31,Loperamide,119
2023-08-01,Loperamide,124
2023-08-02,Loperamide,107
2023-08-03,Loperamide,91
2023-08-04,Loperamide,79
2023-08-05,Loperamide,80
2023-08-06,Loperamide,96
2023-08-07,Loperamide,118
2023-08-08,Loperamide,123
2023-08-09,Loperamide,108
2023-08-10,Loperamide,86
2023-08-11,Loperamide,74
2023-08-12,Loperamide,83
2023-08-13,Loperamide,97
2023-08-14,Loperamide,121
2023-08-15,Loperamide,115
2023-08-16,Loperamide,111
2023-08-17,Loperamide,88
2023-08-18,Loperamide,79
2023-08-19,Loperamide,85
2023-08-20,Loperamide,102
2023-08-21,Loperamide,117
2023-08-22,Loperamide,116
2023-08-23,Loperamide,109
2023-08-24,Loperamide,89
2023-08-25,Loperamide,73
2023-08-26,Loperamide,85
2023-08-27,Loperamide,106
2023-08-28,Loperamide,123
2023-08-29,Loperamide,121
2023-08-30,Loperamide,109
2023-08-31,Loperamide,78
2023-09-01,Loperamide,94
2023-09-02,Loperamide,91
2023-09-03,Loperamide,103
2023-09-04,Loperamide,115
2023-09-05,Loperamide,108
2023-09-06,Loperamide,109
2023-09-07,Loperamide,91
2023-09-08,Loperamide,73
2023-09-09,Loperamide,86
2023-09-10,Loperamide,106
2023-09-11,Loperamide,117
2023-09-12,Loperamide,121
2023-09-13,Loperamide,110
2023-09-14,Loperamide,89
2023-09-15,Loperamide,84
2023-09-16,Loperamide,91
2023-09-17,Loperamide,100
2023-09-18,Loperamide,111
2023-09-19,Loperamide,112
2023-09-20,Loperamide,111
2023-09-21,Loperamide,94
2023-09-22,Loperamide,82
2023-09-23,Loperamide,83
2023-09-24,Loperamide,101
2023-09-25,Loperamide,112
2023-09-26,Loperamide,115
2023-09-27,Loperamide,103
2023-09-28,Loperamide,86
2023-09-29,Loperamide,83
2023-09-30,Loperamide,83
2023-10-01,Loperamide,96
2023-10-02,Loperamide,108
2023-10-03,Loperamide,122
2023-10-04,Loperamide,114
2023-10-05,Loperamide,86
2023-10-06,Loperamide,79
2023-10-07,Loperamide,79
2023-10-08,Loperamide,99
2023-10-09,Loperamide,118
2023-10-10,Loperamide,127
2023-10-11,Loperamide,106
2023-10-12,Loperamide,94
2023-10-13,Loperamide,84
2023-10-14,Loperamide,83
2023-10-15,Loperamide,105
2023-10-16,Loperamide,113
2023-10-17,Loperamide,121
2023-10-18,Loperamide,105
2023-10-19,Loperamide,93
2023-10-20,Loperamide,82
2023-10-21,Loperamide,90
2023-10-22,Loperamide,109
2023-10-23,Loperamide,120
2023-10-24,Loperamide,122
2023-10-25,Loperamide,106
2023-10-26,Loperamide,79
2023-10-27,Loperamide,86
2023-10-28,Loperamide,93
2023-10-29,Loperamide,101
2023-10-30,Loperamide,110
2023-10-31,Loperamide,126
2023-11-01,Loperamide,114
2023-11-02,Loperamide,81
2023-11-03,Loperamide,81
2023-11-04,Loperamide,85
2023-11-05,Loperamide,91
2023-11-06,Loperamide,110
2023-11-07,Loperamide,124
2023-11-08,Loperamide,109
2023-11-09,Loperamide,86
2023-11-10,Loperamide,77
2023-11-11,Loperamide,78
2023-11-12,Loperamide,100
2023-11-13,Loperamide,119
2023-11-14,Loperamide,125
2023-11-15,Loperamide,105
2023-11-16,Loperamide,89
2023-11-17,Loperamide,83
2023-11-18,Loperamide,89
2023-11-19,Loperamide,101
2023-11-20,Loperamide,121
2023-11-21,Loperamide,128
2023-11-22,Loperamide,100
2023-11-23,Loperamide,98
2023-11-24,Loperamide,86
2023-11-25,Loperamide,78
2023-11-26,Loperamide,102
2023-11-27,Loperamide,118
2023-11-28,Loperamide,114
2023-11-29,Loperamide,108
2023-11-30,Loperamide,92
2023-12-01,Loperamide,75
2023-12-02,Loperamide,82
2023-12-03,Loperamide,107
2023-12-04,Loperamide,124
2023-12-05,Loperamide,113
2023-12-06,Loperamide,95
2023-12-07,Loperamide,97
2023-12-08,Loperamide,89
2023-12-09,Loperamide,88
2023-12-10,Loperamide,98
2023-12-11,Loperamide,110
2023-12-12,Loperamide,122
2023-12-13,Loperamide,113
2023-12-14,Loperamide,88
2023-12-15,Loperamide,81
2023-12-16,Loperamide,82
2023-12-17,Loperamide,103
2023-12-18,Loperamide,105
2023-12-19,Loperamide,121
2023-12-20,Loperamide,106
2023-12-21,Loperamide,100
2023-12-22,Loperamide,82
2023-12-23,Loperamide,87
2023-12-24,Loperamide,95
2023-12-25,Loperamide,114
2023-12-26,Loperamide,121
2023-12-27,Loperamide,106
2023-12-28,Loperamide,90
2023-12-29,Loperamide,81
2023-12-30,Loperamide,75
2023-12-31,Loperamide,97
2023-01-01,Pepto-Bismol,103
2023-01-02,Pepto-Bismol,113
2023-01-03,Pepto-Bismol,131
2023-01-04,Pepto-Bismol,109
2023-01-05,Pepto-Bismol,82
2023-01-06,Pepto-Bismol,82
2023-01-07,Pepto-Bismol,79
2023-01-08,Pepto-Bismol,101
2023-01-09,Pepto-Bismol,112
2023-01-10,Pepto-Bismol,117
2023-01-11,Pepto-Bismol,113
2023-01-12,Pepto-Bismol,83
2023-01-13,Pepto-Bismol,78
2023-01-14,Pepto-Bismol,81
2023-01-15,Pepto-Bismol,106
2023-01-16,Pepto-Bismol,113
2023-01-17,Pepto-Bismol,114
2023-01-18,Pepto-Bismol,109
2023-01-19,Pepto-Bismol,86
2023-01-20,Pepto-Bismol,76
2023-01-21,Pepto-Bismol,87
2023-01-22,Pepto-Bismol,85
2023-01-23,Pepto-Bismol,110
2023-01-24,Pepto-Bismol,116
2023-01-25,Pepto-Bismol,116
2023-01-26,Pepto-Bismol,93
2023-01-27,Pepto-Bismol,80
2023-01-28,Pepto-Bismol,83
2023-01-29,Pepto-Bismol,100
2023-01-30,Pepto-Bismol,116
2023-01-31,Pepto-Bismol,120
2023-02-01,Pepto-Bismol,118
2023-02-02,Pepto-Bismol,89
2023-02-03,Pepto-Bismol,81
2023-02-04,Pepto-Bismol,84
2023-02-05,Pepto-Bismol,104
2023-02-06,Pepto-Bismol,112
2023-02-07,Pepto-Bismol,117
2023-02-08,Pepto-Bismol,101
2023-02-09,Pepto-Bismol,96
2023-02-10,Pepto-Bismol,72
2023-02-11,Pepto-Bismol,87
2023-02-12,Pepto-Bismol,108
2023-02-13,Pepto-Bismol,125
2023-02-14,Pepto-Bismol,117
2023-02-15,Pepto-Bismol,106
2023-02-16,Pepto-Bismol,90
2023-02-17,Pepto-Bismol,85
2023-02-18,Pepto-Bismol,83
2023-02-19,Pepto-Bismol,98
2023-02-20,Pepto-Bismol,121
2023-02-21,Pepto-Bismol,119
2023-02-22,Pepto-Bismol,107
2023-02-23,Pepto-Bismol,86
2023-02-24,Pepto-Bismol,85
2023-02-25,Pepto-Bismol,85
2023-02-26,Pepto-Bismol,99
2023-02-27,Pepto-Bismol,106
2023-02-28,Pepto-Bismol,124
2023-03-01,Pepto-Bismol,103
2023-03-02,Pepto-Bismol,93
2023-03-03,Pepto-Bismol,76
2023-03-04,Pepto-Bismol,78
2023-03-05,Pepto-Bismol,104
2023-03-06,Pepto-Bismol,116
2023-03-07,Pepto-Bismol,119
2023-03-08,Pepto-Bismol,118
2023-03-09,Pepto-Bismol,100
2023-03-10,Pepto-Bismol,79
2023-03-11,Pepto-Bismol,77
2023-03-12,Pepto-Bismol,107
2023-03-13,Pepto-Bismol,108
2023-03-14,Pepto-Bismol,121
2023-03-15,Pepto-Bismol,107
2023-03-16,Pepto-Bismol,91
2023-03-17,Pepto-Bismol,86
2023-03-18,Pepto-Bismol,80
2023-03-19,Pepto-Bismol,96
2023-03-20,Pepto-Bismol,119
2023-03-21,Pepto-Bismol,128
2023-03-22,Pepto-Bismol,121
2023-03-23,Pepto-Bismol,84
2023-03-24,Pepto-Bismol,78
2023-03-25,Pepto-Bismol,79
2023-03-26,Pepto-Bismol,104
2023-03-27,Pepto-Bismol,115
2023-03-28,Pepto-Bismol,123
2023-03-29,Pepto-Bismol,106
2023-03-30,Pepto-Bismol,94
2023-03-31,Pepto-Bismol,79
2023-04-01,Pepto-Bismol,85
2023-04-02,Pepto-Bismol,97
2023-04-03,Pepto-Bismol,122
2023-04-04,Pepto-Bismol,113
2023-04-05,Pepto-Bismol,108
2023-04-06,Pepto-Bismol,100
2023-04-07,Pepto-Bismol,86
2023-04-08,Pepto-Bismol,80
2023-04-09,Pepto-Bismol,96
2023-04-10,Pepto-Bismol,118
2023-04-11,Pepto-Bismol,122
2023-04-12,Pepto-Bismol,114
2023-04-13,Pepto-Bismol,84
2023-04-14,Pepto-Bismol,87
2023-04-15,Pepto-Bismol,79
2023-04-16,Pepto-Bismol,106
2023-04-17,Pepto-Bismol,107
2023-04-18,Pepto-Bismol,113
2023-04-19,Pepto-Bismol,117
2023-04-20,Pepto-Bismol,100
2023-04-21,Pepto-Bismol,81
2023-04-22,Pepto-Bismol,82
2023-04-23,Pepto-Bismol,99
2023-04-24,Pepto-Bismol,117
2023-04-25,Pepto-Bismol,122
2023-04-26,Pepto-Bismol,107
2023-04-27,Pepto-Bismol,81
2023-04-28,Pepto-Bismol,77
2023-04-29,Pepto-Bismol,76
2023-04-30,Pepto-Bismol,103
2023-05-01,Pepto-Bismol,117
2023-05-02,Pepto-Bismol,118
2023-05-03,Pepto-Bismol,107
2023-05-04,Pepto-Bismol,101
2023-05-05,Pepto-Bismol,86
2023-05-06,Pepto-Bismol,85
2023-05-07,Pepto-Bismol,97
2023-05-08,Pepto-Bismol,122
2023-05-09,Pepto-Bismol,120
2023-05-10,Pepto-Bismol,105
2023-05-11,Pepto-Bismol,88
2023-05-12,Pepto-Bismol,83
2023-05-13,Pepto-Bismol,89
2023-05-14,Pepto-Bismol,103
2023-05-15,Pepto-Bismol,118
2023-05-16,Pepto-Bismol,117
2023-05-17,Pepto-Bismol,105
2023-05-18,Pepto-Bismol,92
2023-05-19,Pepto-Bismol,80
2023-05-20,Pepto-Bismol,79
2023-05-21,Pepto-Bismol,99
2023-05-22,Pepto-Bismol,119
2023-05-23,Pepto-Bismol,117
2023-05-24,Pepto-Bismol,116
2023-05-25,Pepto-Bismol,85
2023-05-26,Pepto-Bismol,76
2023-05-27,Pepto-Bismol,81
2023-05-28,Pepto-Bismol,104
2023-05-29,Pepto-Bismol,116
2023-05-30,Pepto-Bismol,115
2023-05-31,Pepto-Bismol,99
2023-06-01,Pepto-Bismol,85
2023-06-02,Pepto-Bismol,71
2023-06-03,Pepto-Bismol,88
2023-06-04,Pepto-Bismol,94
2023-06-05,Pepto-Bismol,119
2023-06-06,Pepto-Bismol,122
2023-06-07,Pepto-Bismol,114
2023-06-08,Pepto-Bismol,87
2023-06-09,Pepto-Bismol,82
2023-06-10,Pepto-Bismol,84
2023-06-11,Pepto-Bismol,100
2023-06-12,Pepto-Bismol,115
2023-06-13,Pepto-Bismol,123
2023-06-14,Pepto-Bismol,112
2023-06-15,Pepto-Bismol,91
2023-06-16,Pepto-Bismol,78
2023-06-17,Pepto-Bismol,81
2023-06-18,Pepto-Bismol,100
2023-06-19,Pepto-Bismol,116
2023-06-20,Pepto-Bismol,119
2023-06-21,Pepto-Bismol,102
2023-06-22,Pepto-Bismol,89
2023-06-23,Pepto-Bismol,77
2023-06-24,Pepto-Bismol,84
2023-06-25,Pepto-Bismol,112
2023-06-26,Pepto-Bismol,117
2023-06-27,Pepto-Bismol,125
2023-06-28,Pepto-Bismol,105
2023-06-29,Pepto-Bismol,91
2023-06-30,Pepto-Bismol,86
2023-07-01,Pepto-Bismol,76
2023-07-02,Pepto-Bismol,98
2023-07-03,Pepto-Bismol,118
2023-07-04,Pepto-Bismol,119
2023-07-05,Pepto-Bismol,105
2023-07-06,Pepto-Bismol,88
2023-07-07,Pepto-Bismol,82
2023-07-08,Pepto-Bismol,76
2023-07-09,Pepto-Bismol,100
2023-07-10,Pepto-Bismol,119
2023-07-11,Pepto-Bismol,117
2023-07-12,Pepto-Bismol,100
2023-07-13,Pepto-Bismol,88
2023-07-14,Pepto-Bismol,79
2023-07-15,Pepto-Bismol,78
2023-07-16,Pepto-Bismol,100
2023-07-17,Pepto-Bismol,116
2023-07-18,Pepto-Bismol,125
2023-07-19,Pepto-Bismol,107
2023-07-20,Pepto-Bismol,91
2023-07-21,Pepto-Bismol,77
2023-07-22,Pepto-Bismol,81
2023-07-23,Pepto-Bismol,103
2023-07-24,Pepto-Bismol,114
2023-07-25,Pepto-Bismol,123
2023-07-26,Pepto-Bismol,108
2023-07-27,Pepto-Bismol,85
2023-07-28,Pepto-Bismol,77
2023-07-29,Pepto-Bismol,96
2023-07-30,Pepto-Bismol,99
2023-07-31,Pepto-Bismol,107
2023-08-01,Pepto-Bismol,113
2023-08-02,Pepto-Bismol,105
2023-08-03,Pepto-Bismol,86
2023-08-04,Pepto-Bismol,75
2023-08-05,Pepto-Bismol,91
2023-08-06,Pepto-Bismol,103
2023-08-07,Pepto-Bismol,114
2023-08-08,Pepto-Bismol,116
2023-08-09,Pepto-Bismol,107
2023-08-10,Pepto-Bismol,100
2023-08-11,Pepto-Bismol,76
2023-08-12,Pepto-Bismol,76
2023-08-13,Pepto-Bismol,103
2023-08-14,Pepto-Bismol,120
2023-08-15,Pepto-Bismol,126
2023-08-16,Pepto-Bismol,106
2023-08-17,Pepto-Bismol,89
2023-08-18,Pepto-Bismol,90
2023-08-19,Pepto-Bismol,87
2023-08-20,Pepto-Bismol,99
2023-08-21,Pepto-Bismol,118
2023-08-22,Pepto-Bismol,117
2023-08-23,Pepto-Bismol,110
2023-08-24,Pepto-Bismol,92
2023-08-25,Pepto-Bismol,84
2023-08-26,Pepto-Bismol,79
2023-08-27,Pepto-Bismol,101
2023-08-28,Pepto-Bismol,109
2023-08-29,Pepto-Bismol,128
2023-08-30,Pepto-Bismol,106
2023-08-31,Pepto-Bismol,83
2023-09-01,Pepto-Bismol,94
2023-09-02,Pepto-Bismol,81
2023-09-03,Pepto-Bismol,100
2023-09-04,Pepto-Bismol,107
2023-09-05,Pepto-Bismol,119
2023-09-06,Pepto-Bismol,117
2023-09-07,Pepto-Bismol,94
2023-09-08,Pepto-Bismol,71
2023-09-09,Pepto-Bismol,80
2023-09-10,Pepto-Bismol,104
2023-09-11,Pepto-Bismol,118
2023-09-12,Pepto-Bismol,117
2023-09-13,Pepto-Bismol,110
2023-09-14,Pepto-Bismol,85
2023-09-15,Pepto-Bismol,73
2023-09-16,Pepto-Bismol,71
2023-09-17,Pepto-Bismol,104
2023-09-18,Pepto-Bismol,115
2023-09-19,Pepto-Bismol,119
2023-09-20,Pepto-Bismol,93
2023-09-21,Pepto-Bismol,91
2023-09-22,Pepto-Bismol,83
2023-09-23,Pepto-Bismol,73
2023-09-24,Pepto-Bismol,100
2023-09-25,Pepto-Bismol,115
2023-09-26,Pepto-Bismol,117
2023-09-27,Pepto-Bismol,115
2023-09-28,Pepto-Bismol,96
2023-09-29,Pepto-Bismol,97
2023-09-30,Pepto-Bismol,78
2023-10-01,Pepto-Bismol,102
2023-10-02,Pepto-Bismol,123
2023-10-03,Pepto-Bismol,116
2023-10-04,Pepto-Bismol,117
2023-10-05,Pepto-Bismol,93
2023-10-06,Pepto-Bismol,71
2023-10-07,Pepto-Bismol,77
2023-10-08,Pepto-Bismol,97
2023-10-09,Pepto-Bismol,115
2023-10-10,Pepto-Bismol,125
2023-10-11,Pepto-Bismol,108
2023-10-12,Pepto-Bismol,97
2023-10-13,Pepto-Bismol,81
2023-10-14,Pepto-Bismol,84
2023-10-15,Pepto-Bismol,98
2023-10-16,Pepto-Bismol,120
2023-10-17,Pepto-Bismol,120
2023-10-18,Pepto-Bismol,105
2023-10-19,Pepto-Bismol,92
2023-10-20,Pepto-Bismol,78
2023-10-21,Pepto-Bismol,81
2023-10-22,Pepto-Bismol,105
2023-10-23,Pepto-Bismol,114
2023-10-24,Pepto-Bismol,130
2023-10-25,Pepto-Bismol,112
2023-10-26,Pepto-Bismol,87
2023-10-27,Pepto-Bismol,76
2023-10-28,Pepto-Bismol,78
2023-10-29,Pepto-Bismol,103
2023-10-30,Pepto-Bismol,111
2023-10-31,Pepto-Bismol,108
2023-11-01,Pepto-Bismol,100
2023-11-02,Pepto-Bismol,85
2023-11-03,Pepto-Bismol,82
2023-11-04,Pepto-Bismol,83
2023-11-05,Pepto-Bismol,104
2023-11-06,Pepto-Bismol,111
2023-11-07,Pepto-Bismol,117
2023-11-08,Pepto-Bismol,117
2023-11-09,Pepto-Bismol,89
2023-11-10,Pepto-Bismol,81
2023-11-11,Pepto-Bismol,81
2023-11-12,Pepto-Bismol,98
2023-11-13,Pepto-Bismol,118
2023-11-14,Pepto-Bismol,122
2023-11-15,Pepto-Bismol,109
2023-11-16,Pepto-Bismol,90
2023-11-17,Pepto-Bismol,81
2023-11-18,Pepto-Bismol,80
2023-11-19,Pepto-Bismol,98
2023-11-20,Pepto-Bismol,117
2023-11-21,Pepto-Bismol,124
2023-11-22,Pepto-Bismol,104
2023-11-23,Pepto-Bismol,90
2023-11-24,Pepto-Bismol,75
2023-11-25,Pepto-Bismol,82
2023-11-26,Pepto-Bismol,105
2023-11-27,Pepto-Bismol,112
2023-11-28,Pepto-Bismol,119
2023-11-29,Pepto-Bismol,102
2023-11-30,Pepto-Bismol,88
2023-12-01,Pepto-Bismol,72
2023-12-02,Pepto-Bismol,85
2023-12-03,Pepto-Bismol,101
2023-12-04,Pepto-Bismol,117
2023-12-05,Pepto-Bismol,121
2023-12-06,Pepto-Bismol,110
2023-12-07,Pepto-Bismol,83
2023-12-08,Pepto-Bismol,76
2023-12-09,Pepto-Bismol,73
2023-12-10,Pepto-Bismol,97
2023-12-11,Pepto-Bismol,111
2023-12-12,Pepto-Bismol,119
2023-12-13,Pepto-Bismol,120
2023-12-14,Pepto-Bismol,95
2023-12-15,Pepto-Bismol,88
2023-12-16,Pepto-Bismol,88
2023-12-17,Pepto-Bismol,99
2023-12-18,Pepto-Bismol,115
2023-12-19,Pepto-Bismol,123
2023-12-20,Pepto-Bismol,109
2023-12-21,Pepto-Bismol,89
2023-12-22,Pepto-Bismol,87
2023-12-23,Pepto-Bismol,86
2023-12-24,Pepto-Bismol,92
2023-12-25,Pepto-Bismol,114
2023-12-26,Pepto-Bismol,119
2023-12-27,Pepto-Bismol,106
2023-12-28,Pepto-Bismol,89
2023-12-29,Pepto-Bismol,78
2023-12-30,Pepto-Bismol,75
2023-12-31,Pepto-Bismol,90
2023-01-01,Azithromycin,96
2023-01-02,Azithromycin,113
2023-01-03,Azithromycin,112
2023-01-04,Azithromycin,103
2023-01-05,Azithromycin,90
2023-01-06,Azithromycin,85
2023-01-07,Azithromycin,89
2023-01-08,Azithromycin,105
2023-01-09,Azithromycin,110
2023-01-10,Azithromycin,119
2023-01-11,Azithromycin,118
2023-01-12,Azithromycin,89
2023-01-13,Azithromycin,91
2023-01-14,Azithromycin,107
2023-01-15,Azithromycin,118
2023-01-16,Azithromycin,148
2023-01-17,Azithromycin,148
2023-01-18,Azithromycin,124
2023-01-19,Azithromycin,93
2023-01-20,Azithromycin,85
2023-01-21,Azithromycin,75
2023-01-22,Azithromycin,101
2023-01-23,Azithromycin,114
2023-01-24,Azithromycin,118
2023-01-25,Azithromycin,109
2023-01-26,Azithromycin,93
2023-01-27,Azithromycin,73
2023-01-28,Azithromycin,79
2023-01-29,Azithromycin,98
2023-01-30,Azithromycin,106
2023-01-31,Azithromycin,120
2023-02-01,Azithromycin,112
2023-02-02,Azithromycin,98
2023-02-03,Azithromycin,80
2023-02-04,Azithromycin,93
2023-02-05,Azithromycin,99
2023-02-06,Azithromycin,109
2023-02-07,Azithromycin,119
2023-02-08,Azithromycin,107
2023-02-09,Azithromycin,93
2023-02-10,Azithromycin,81
2023-02-11,Azithromycin,85
2023-02-12,Azithromycin,104
2023-02-13,Azithromycin,113
2023-02-14,Azithromycin,122
2023-02-15,Azithromycin,110
2023-02-16,Azithromycin,91
2023-02-17,Azithromycin,80
2023-02-18,Azithromycin,78
2023-02-19,Azithromycin,98
2023-02-20,Azithromycin,114
2023-02-21,Azithromycin,115
2023-02-22,Azithromycin,101
2023-02-23,Azithromycin,88
2023-02-24,Azithromycin,78
2023-02-25,Azithromycin,77
2023-02-26,Azithromycin,93
2023-02-27,Azithromycin,105
2023-02-28,Azithromycin,120
2023-03-01,Azithromycin,113
2023-03-02,Azithromycin,91
2023-03-03,Azithromycin,78
2023-03-04,Azithromycin,77
2023-03-05,Azithromycin,88
2023-03-06,Azithromycin,115
2023-03-07,Azithromycin,122
2023-03-08,Azithromycin,104
2023-03-09,Azithromycin,96
2023-03-10,Azithromycin,77
2023-03-11,Azithromycin,89
2023-03-12,Azithromycin,96
2023-03-13,Azithromycin,102
2023-03-14,Azithromycin,122
2023-03-15,Azithromycin,104
2023-03-16,Azithromycin,83
2023-03-17,Azithromycin,82
2023-03-18,Azithromycin,79
2023-03-19,Azithromycin,92
2023-03-20,Azithromycin,122
2023-03-21,Azithromycin,118
2023-03-22,Azithromycin,101
2023-03-23,Azithromycin,89
2023-03-24,Azithromycin,91
2023-03-25,Azithromycin,84
2023-03-26,Azithromycin,96
2023-03-27,Azithromycin,118
2023-03-28,Azithromycin,117
2023-03-29,Azithromycin,106
2023-03-30,Azithromycin,88
2023-03-31,Azithromycin,84
2023-04-01,Azithromycin,85
2023-04-02,Azithromycin,107
2023-04-03,Azithromycin,117
2023-04-04,Azithromycin,127
2023-04-05,Azithromycin,112
2023-04-06,Azithromycin,92
2023-04-07,Azithromycin,86
2023-04-08,Azithromycin,109
2023-04-09,Azithromycin,134
2023-04-10,Azithromycin,160
2023-04-11,Azithromycin,144
2023-04-12,Azithromycin,116
2023-04-13,Azithromycin,94
2023-04-14,Azithromycin,83
2023-04-15,Azithromycin,81
2023-04-16,Azithromycin,100
2023-04-17,Azithromycin,113
2023-04-18,Azithromycin,110
2023-04-19,Azithromycin,110
2023-04-20,Azithromycin,91
2023-04-21,Azithromycin,87
2023-04-22,Azithromycin,85
2023-04-23,Azithromycin,103
2023-04-24,Azithromycin,111
2023-04-25,Azithromycin,121
2023-04-26,Azithromycin,112
2023-04-27,Azithromycin,94
2023-04-28,Azithromycin,79
2023-04-29,Azithromycin,86
2023-04-30,Azithromycin,103
2023-05-01,Azithromycin,121
2023-05-02,Azithromycin,116
2023-05-03,Azithromycin,103
2023-05-04,Azithromycin,87
2023-05-05,Azithromycin,81
2023-05-06,Azithromycin,84
2023-05-07,Azithromycin,103
2023-05-08,Azithromycin,119
2023-05-09,Azithromycin,110
2023-05-10,Azithromycin,106
2023-05-11,Azithromycin,92
2023-05-12,Azithromycin,86
2023-05-13,Azithromycin,84
2023-05-14,Azithromycin,106
2023-05-15,Azithromycin,118
2023-05-16,Azithromycin,121
2023-05-17,Azithromycin,108
2023-05-18,Azithromycin,91
2023-05-19,Azithromycin,82
2023-05-20,Azithromycin,83
2023-05-21,Azithromycin,105
2023-05-22,Azithromycin,120
2023-05-23,Azithromycin,125
2023-05-24,Azithromycin,103
2023-05-25,Azithromycin,85
2023-05-26,Azithromycin,82
2023-05-27,Azithromycin,83
2023-05-28,Azithromycin,101
2023-05-29,Azithromycin,110
2023-05-30,Azithromycin,112
2023-05-31,Azithromycin,109
2023-06-01,Azithromycin,87
2023-06-02,Azithromycin,84
2023-06-03,Azithromycin,81
2023-06-04,Azithromycin,95
2023-06-05,Azithromycin,104
2023-06-06,Azithromycin,125
2023-06-07,Azithromycin,112
2023-06-08,Azithromycin,83
2023-06-09,Azithromycin,70
2023-06-10,Azithromycin,81
2023-06-11,Azithromycin,104
2023-06-12,Azithromycin,113
2023-06-13,Azithromycin,118
2023-06-14,Azithromycin,113
2023-06-15,Azithromycin,86
2023-06-16,Azithromycin,77
2023-06-17,Azithromycin,85
2023-06-18,Azithromycin,98
2023-06-19,Azithromycin,111
2023-06-20,Azithromycin,123
2023-06-21,Azithromycin,111
2023-06-22,Azithromycin,95
2023-06-23,Azithromycin,79
2023-06-24,Azithromycin,75
2023-06-25,Azithromycin,100
2023-06-26,Azithromycin,109
2023-06-27,Azithromycin,109
